ID,Author,party,political_side,Text,Date
1917896678603919581,kilicdarogluk,CHP,left,"Ülkemizin emekçileri, Alın terlerinin karşılığını alamıyor, sağlık hizmetlerine ve eğitime ulaşamıyor, barınma sorunu yaşıyor, gelecek kaygısı taşıyor. Dünyanın en güzel sahillerine sahip olduğumuz hâlde, kendi denizine giremiyor, tatil yapamıyor. Ailesiyle dışarıda bir restoranda yemek yemek, çocuklarıyla sinemaya, tiyatroya veya bir konsere gitmek hayal oldu. Evlat yetiştirebilmek ve ay sonunu getirebilmek telaşı içerisinde hayata tutunabilmeye çabalıyor. İnsan onuruna yakışır bir şekilde yaşamayı ve ağız dolusu gülmeyi unutan, hayatlarını emeğini satarak idame ettiren milyonlarca emekçimiz zor durumda. Umut ediyorum ki 2025 1 Mayıs’ı, emekçilerimizin hak ettikleri hayat koşullarına kavuşabilmeleri yolunda, emeklerinin kıymetini anlamaları için bir vesile olur. Emeğin, alın terinin ve helal lokmanın sahibi bütün emekçilerimizin #1Mayıs Emek ve Dayanışma Günü’nü kutluyorum.",Thu May 01 10:59:35 +0000 2025
1914990017388204201,kilicdarogluk,CHP,left,"Silivri açıklarında meydana gelen depremden etkilenen tüm vatandaşlarımıza geçmiş olsun dileklerimi iletiyorum. Can kaybı yaşanmamış olması en büyük tesellimizdir. Bu sarsıntı, ülkemizin bir deprem kuşağında yer aldığı gerçeğini ve gerekli tüm önlemlerin alınmasının, binalarımızın depreme dayanıklı hale getirilmesinin millî bir varoluş gerekliliği olduğunu hepimize bir kez daha hatırlatmıştır.",Wed Apr 23 10:29:33 +0000 2025
1914944544136712218,kilicdarogluk,CHP,left,"Egemenliğin saraylarda değil, halkta olduğunu tüm dünyaya ilan ettiğimiz o büyük günün yıldönümündeyiz. 23 Nisan; bir milletin karanlıktan aydınlığa yürüyüşüdür. Gazi Mustafa Kemal Atatürk’ün çocuklara armağan ettiği bu bayram, sadece bir kutlama değil; geleceğe duyulan sonsuz güvenin ifadesidir. Çocuklarımız; barışın, özgürlüğün ve adaletin teminatıdır. Onlara daha güzel bir ülke bırakmak bizim en büyük sorumluluğumuzdur. Bu duygu ve düşüncelerle; Tüm evlatlarımızın ve milletimizin 23 Nisan Ulusal Egemenlik ve Çocuk Bayramı’nı yürekten kutluyorum. Gazi Meclisimizin kurucularını saygı ve minnetle anıyorum.",Wed Apr 23 07:28:51 +0000 2025
1912551664696897801,kilicdarogluk,CHP,left,"Anayasa Mahkemesi kararları, bütün kamu kurumlarını bağladığı gibi; gücünü ve yetkisini millî egemenlikten alan Türkiye Büyük Millet Meclisi’ni de bağlar. Meclis Başkanı’nın aksine; görevini, yetkisini ve sorumluluğunu bilen Meclis Başkan Vekilimiz Sayın Gülizar Biçer Karaca’yı, Anayasa Mahkemesi’nin almış olduğu Can Atalay kararını okutmasından ötürü kutluyorum. Can Atalay, milletin oyuyla seçilmiş bir milletvekilidir ve en az Meclis Başkanı Sayın Numan Kurtulmuş kadar millet iradesini temsil etmektedir. Adalet yerini bulana dek, hem Sayın Atalay’ın hem de haksızlığa uğrayan herkesin yanında olmaya devam edeceğiz.",Wed Apr 16 17:00:25 +0000 2025
1912439542537216328,kilicdarogluk,CHP,left,"Sayın Sırrı Süreyya Önder’e geçmiş olsun dileklerimi iletiyorum. En kısa sürede sağlığına kavuşmasını diliyor, kendisine, ailesine ve sevenlerine içtenlikle sağlık ve huzur temenni ediyorum.",Wed Apr 16 09:34:53 +0000 2025
1911404453707608228,kilicdarogluk,CHP,left,"Türkiye’nin bu kıskaçtan kurtulması için; parlamenter sistemin gerekliliği, güçlü bir toplumsal mutabakat, liyakate dayalı devlet yönetimi anlayışı, hukuk devleti ilkesine dönüş ve ulusal çıkar odaklı bir dış politika anlayışı üzerine kaleme aldım. Okumanız dileğiyle…",Sun Apr 13 13:01:48 +0000 2025
1910306245409485291,kilicdarogluk,CHP,left,"Gazeteci gözaltına almak, yalnızca acziyetin değil, milletten ne kadar çok korktuğunuzun da açık ilanıdır. Bu hukuksuzlukları normalleştirmeyeceğiz! Timur Soykan ve Murat Ağırel’in yanındayız; hakikatin ve halkın sesi asla susturulamaz.",Thu Apr 10 12:17:55 +0000 2025
1909308305614532789,kilicdarogluk,CHP,left,"Genç evlatlarımız, yalnızca anayasal haklarını kullandıkları için tutuklandılar. Hukuksuz bir şekilde zindanlara atılan ve bayramı ailelerinden mahrum geçirmek zorunda bırakılan bu gençlerimizin, yaklaşan sınavlar nedeniyle eğitim hayatları da ağır bir darbe alıyor. Bu ülkenin gençlerinin geleceğini çalmak yetmiyormuş gibi şimdi özgürlükleri de ellerinden alınıyor. O gençlerin tamamı, bizim hem yarınlarımız hem de onurumuzdur. Anayasal düzene uyman için seni uyaran evlatlarımızın tamamı serbest kalana kadar mücadeleden vazgeçmeyeceğiz.",Mon Apr 07 18:12:27 +0000 2025
1909237518475608097,kilicdarogluk,CHP,left,"21. Olağanüstü Kurultayımızda, Cumhuriyet Halk Partisi Genel Başkanlığına yeniden seçilen Sayın Özgür Özel’i ve yönetimini kutluyorum.",Mon Apr 07 13:31:10 +0000 2025
1907857069824422183,kilicdarogluk,CHP,left,"Partimizin bu hafta sonu yapacağı olağanüstü kurultayında Genel Başkan adayı olmayacağım. Aday olmam için imza toplayan, ısrar eden ve çalışan bütün kardeşlerime teşekkürlerimi iletiyorum. Aday olmama kararımın nedeni; “Aday olursan yüzüne tükürürler.” diyen siyasetçilerin tehditleri değildir çünkü çalanların yüzüne tükürülür ve ben çalmadım. Aday olmama kararımın nedeni; “Aday olursan taşlarlar.” söylemi ile organize edilmiş linç kampanyalarından korktuğum için değildir çünkü yürüdüğüm yolda ölüm dahil hiçbir korkuya yer vermedim, korkmam! Aday olmama kararımın nedeni; “Hangi yüzle aday olacaksın!” diyen, sözüm ona muhalif sanılan, müesses nizamın askerleri ve paranın tetikçileri olmuş medya mensuplarının iftiraları değildir çünkü ülkem ve partim için verdiğim mücadelem milletimin vicdanına emanettir. Aday olmama kararımın nedeni; Partimizi iç çekişmelere sevk etmemek, dikkatleri mücadele alanından başka alanlara çekmemek içindir. Kurultayımız milletimize, ülkemize ve partimize hayırlı olsun. Biz, gölgemiz olsun ve milletimiz hiçbir tehditten korkmasın diye güneşin altında durmayı görev bilen bir gelenekten geldik. Selam olsun, güneşin altında durabilmeyi göze alanlara…",Thu Apr 03 18:05:46 +0000 2025
1906639837513273640,kilicdarogluk,CHP,left,"Sanatçılığı, insanlığı ve halkının yanında sergilediği cesur duruşuyla hepimizin gönlünde taht kuran büyük sanatçı Volkan Konak’ın vefat haberini büyük bir üzüntüyle öğrendim. Büyük ustaya Allah’tan rahmet; acılı ailesine, sevenlerine ve sanat camiasına sabır ve başsağlığı diliyorum.",Mon Mar 31 09:28:55 +0000 2025
1906273163668771146,kilicdarogluk,CHP,left,"Bayramlar; birlikte yaşama irademizi, ortak değerler etrafında kenetlenme gücümüzü ve dayanışma kültürümüzü tazeleyen eşsiz anlardır. Bugün ülkemizin dört bir yanında milyonlarca insan yoksullukla, adaletsizlikle ve eşitsizlikle mücadele ediyor. İşte tam da bu nedenle bayramlar; yalnızca bireysel mutluluğun değil, toplumsal vicdanın da sınandığı zamanlardır. Bizler, kimsenin dışlanmadığı, hiçbir çocuğun yatağa aç girmediği, herkesin insanca yaşadığı bir ülke hayalinden vazgeçmiyoruz. Ramazan Bayramı’nın; umudu büyüttüğü, adaleti yeşerttiği ve yarınlara olan inancı pekiştirdiği bir dönüm noktası olmasını diliyorum. Tüm vatandaşlarımızın bayramını içtenlikle kutluyorum.",Sun Mar 30 09:11:53 +0000 2025
1905287314403733732,kilicdarogluk,CHP,left,"Muhalif hiçbir sese tahammülü olmayanlar, milletimize açlığı ve yoksulluğu reva görenler, demokrasiye ve insan haklarına savaş açanlar ve adalet terazisini kıranlar, milletimizden yükselen haklı isyan seslerini susturabilmek için Sözcü TV, Tele1, Halk TV ve Now TV’ye RTÜK eliyle ekran karartmalar ve cezalar yağdırmıştır. Özgür basınımıza destek ve dayanışmalarımı iletiyorum. Haksızlıklar karşısında asla susmayacağız.",Thu Mar 27 15:54:28 +0000 2025
1904926349355102543,kilicdarogluk,CHP,left,"Bu hayırlı gecede, adaletin kapılarını aralayacak bir ışık, hakkı ve hukuku yeniden inşa edecek bir irade, sofralara bereket, yüreklere huzur diliyorum. Karanlığa karşı direnenlerin, birlik, barış ve kardeşlik için yürüyenlerin gecesidir bu gece. Dualarımız; yoksulluğun değil refahın, ayrımcılığın değil eşitliğin, korkunun değil umudun hâkim olduğu bir Türkiye içindir. Kadir Gecemiz mübarek olsun.",Wed Mar 26 16:00:08 +0000 2025
1903150562956239035,kilicdarogluk,CHP,left,"Cumhuriyet Halk Partisi; kuruluştur, kurtuluştur ve umuttur. İlk direniştir ve teslim alınamaz son kaledir. Hukuksuz müdahalelere maruz bırakılamaz. Cumhuriyet Halk Partimizin Sayın Genel Başkanı ve Genel Merkez yönetimimizi, aldıkları olağanüstü kurultay kararından dolayı kutluyorum. Bu karanlık ve zor günleri hep birlikte, el ele, omuz omuza aşacağız.",Fri Mar 21 18:23:47 +0000 2025
1902253954609692875,kilicdarogluk,CHP,left,"Milli iradeye, hukuka ve demokrasiye yönelik bu müdahale kabul edilemez. Cumhuriyet Halk Partisi’nden intikam almaya çalışanlar, milletin gözünden ve gönlünden düşmüştür. Hak, hukuk, adalet arayışımız devam edecek. Ekrem Bey’e destek ve dayanışma duygularımı iletiyorum.",Wed Mar 19 07:00:59 +0000 2025
1902027048148709870,kilicdarogluk,CHP,left,"Adaleti bir kez daha yok ettiniz… Kazanılmış hak olan diploma, siyasi baskılarla yok sayılmıştır. Kabul edilemez!",Tue Mar 18 15:59:20 +0000 2025
1901943258177016072,kilicdarogluk,CHP,left,"18 Mart Çanakkale Zaferi’nin 110. yıl dönümünde, başta Büyük Önder Gazi Mustafa Kemal Atatürk olmak üzere, bütün kahramanlarımızı saygı, rahmet ve minnetle anıyorum. Çanakkale ruhu, bu vatan topraklarında ilelebet yaşayacak; Çanakkale asla geçilemeyecektir.",Tue Mar 18 10:26:23 +0000 2025
1900874639540117923,kilicdarogluk,CHP,left,"Hoş geldin, Yaren Leylek. Baharın, umudun, mutluluğun ve vefanın simgesi… İyi ki geldin. Ben marteniçkamı ağaca bağlıyorum artık. 🌺 🕊️",Sat Mar 15 11:40:05 +0000 2025
1898427456995918002,kilicdarogluk,CHP,left,"Başta ülkemiz olmak üzere, tüm dünyada emeğin, alın terinin, ailenin ve sevginin mimarı ve sembolü olan tüm kadınların 8 Mart Dünya Kadınlar Günü’nü kutluyorum.",Sat Mar 08 17:35:51 +0000 2025
1898348693629399355,kilicdarogluk,CHP,left,"Mübarek Ramazan ayında, İslam adına konuşanların, “cihat” diyerek Müslüman kanı dökenlerin ve Kur’an-ı Kerim’i sadece siyasi hesaplar için kullananların ne kadar tehlikeli oldukları bir kez daha ortaya çıkmıştır. Suriye’de yaşanan kimlik temelli katliamlar yalnızca bir topluluğu değil, insanlığı hedef almaktadır. Uluslararası hukukta ve insanlık vicdanında yer bulması mümkün olmayan sivillere yönelik bu saldırıların derhal son bulması gerekmektedir. Kimlikler üzerinden dizayn edilen ayrışmalar, ülkelerin barışını, bütünlüğünü ve istikrarını tehdit etmektedir. Tarih boyunca kimlikler üzerinden yürütülen savaşlar acı, yıkım ve gözyaşı getirmiştir. Geçmişte Avrupa’da yüz yıl süren mezhep çatışmalarının yol açtığı yıkımların acısı hâlâ sürmektedir. Türkiye’nin dış politikası, hiçbir ayrım gözetmeden kimlik çatışmalarının önüne geçmeyi ve barışı önceleyen bir diplomasi yürütmeyi esas almalıdır. Türkiye, bölgedeki aktörlerle olan ilişkilerini gözden geçirmeli ve bu tür insan hakları ihlallerine karşı açık bir tavır sergilemelidir. Bugün yaşananları görmezden gelmek, gelecekte daha büyük acıların yaşanmasına neden olabilir. Bizlerin görevi, bu coğrafyada istikrarın sağlanmasına katkıda bulunmak ve uluslararası hukukun gereğini savunmaktır. Bu katliamların karşısında susmak, insanlık vicdanına sırt çevirmektir. Lazkiye’de Suriye’nin kadim halklarına yönelik gerçekleştirilen katliamları ve işlenen insanlık suçlarını şiddetle kınıyorum. Herkesin inancını özgürce yaşayabildiği bir düzen, ancak barış ve adaletle mümkündür.",Sat Mar 08 12:22:52 +0000 2025
1896252318867456374,kilicdarogluk,CHP,left,"Sanatıyla gönlümüze dokunan, haksızlıklara karşı duruşuyla hepimize örnek olan, ülke sevgisine şahit olduğumuz Sayın Edip Akbayram’a Allah’tan rahmet, acılı ailesine, sevenlerine ve sanat camiasına başsağlığı diliyorum. Güle güle, büyük usta…",Sun Mar 02 17:32:38 +0000 2025
1895584198888734734,kilicdarogluk,CHP,left,"Ramazan ayı, paylaşmanın, dayanışmanın ve kardeşliğin en güzel zamanıdır. Bu mübarek ayın ülkemize ve dünyaya huzur, bereket ve adalet getirmesini diliyorum.",Fri Feb 28 21:17:45 +0000 2025
1895207405895733582,kilicdarogluk,CHP,left,"Beş yıl önce, gece saatlerinde öğrendiğimiz; Ruslar tarafından düzenlenen İdlib saldırısında şehit düşen 34 kahraman askerimizi saygı, minnet ve rahmetle anıyorum.",Thu Feb 27 20:20:31 +0000 2025
1894793475595366665,kilicdarogluk,CHP,left,"“Onların Türkiye’si” ile “Bizim Türkiye’miz” Arasındaki Yol Ayrımı Kendileri gibi düşünmeyenler için bir yarı açık cezaevine çevirdikleri, korkunun ve yoksulluğun kol gezdiği onların Türkiye’si ile özgürlüğün, demokrasinin ve refahın hakim olduğu bizim Türkiye’miz arasındaki yol ayrımı…",Wed Feb 26 16:55:42 +0000 2025
1890437691332063411,kilicdarogluk,CHP,left,"Ülkemizde işçilerimizin helal emeği ve temiz sermaye güvende değildir. Gaziantep’te, sefalet ücretine itiraz eden BİRTEK Sendikası Başkanı Mehmet Türkmen gözaltına alındı. TÜSİAD YİK Başkanı Mehmet Ömer Arif Aras hakkında ise soruşturma açıldı. Türkiye, kirli para baronlarını koruyan, emeğe sahip çıkmayan ve emekçiyi ezen bir ülke olmamalıdır. Emeği, emekçiyi ve emeğe dayalı temiz sermayemizi korumalıyız.",Fri Feb 14 16:27:22 +0000 2025
1889324532172775487,kilicdarogluk,CHP,left,Merhum Genel Başkanımız Sayın Deniz Baykal’ı vefatının yıl dönümünde saygı ve rahmetle anıyorum.,Tue Feb 11 14:44:05 +0000 2025
1888563125344977067,kilicdarogluk,CHP,left,"BirGün Gazetesi, ülkemizde gazetecilik faaliyetlerini bağımsız ve tarafsız şekilde sürdüren nadir yayın organlarından biridir. Uğur Koç, Berkant Gültekin ve Yaşar Gökdemir, korkutulamayacak ve satın alınamayacak gazetecilerdir. Korku iklimine teslim olmayacak kadar vatanseverdirler ve meslek ahlakına bağlıdırlar. Gözaltına alınmaları kabul edilemez. Kendilerine destek ve dayanışma duygularımı iletiyorum. @BirGun_Gazetesi",Sun Feb 09 12:18:31 +0000 2025
1887977871685169645,kilicdarogluk,CHP,left,"Ekranları başında bizleri izleyen, telefonları ve mesajlarıyla destek veren tüm vatandaşlarımıza yürekten teşekkür ediyorum. Gösterdiğiniz ilgi ve destek, hakikati dile getirme sorumluluğumuzu daha da güçlendiriyor. Halkımızın sesi olmaya, gerçekleri cesurca söylemeye ve ülkemizin içinde bulunduğu sorunları kararlılıkla dile getirmeye devam edeceğim. Gücüm yettiğince, nefesim elverdiğince; adaletsizliğe, yolsuzluğa ve halkın iradesini hiçe sayan anlayışa karşı mücadele etmekten asla vazgeçmeyeceğim. Çünkü bu mücadele, yalnızca bir kişinin ya da bir grubun değil; hak, hukuk ve adalet isteyen milyonların onurlu mücadelesidir.",Fri Feb 07 21:32:56 +0000 2025
1887926240734232630,kilicdarogluk,CHP,left,KRT Soruyor Özel Programında Soruları Yanıtlıyorum,Fri Feb 07 18:07:46 +0000 2025
1887833712005427247,kilicdarogluk,CHP,left,"Sevgili dostlar, Bu akşam saat 21.00’de KRT TV’de Gökhan Kayış’ın sunduğu KRT Soruyor Özel programına konuk olacağım. İzlemeniz dileğiyle…",Fri Feb 07 12:00:05 +0000 2025
1887157108434461069,kilicdarogluk,CHP,left,"6 Şubat: Yüreğimizde Kapanmayan Yara O karanlık geceyi unutmak mümkün mü? Enkaz altında yitip giden canlarımızı, sevdiklerine sarılamadan hayattan kopanları… Acımız büyük, öfkemiz derin. Biliyoruz ki yas tutmak yetmez. Bizi bu felakete mahkûm edenleri unutmayacağız! Kaybettiklerimizin anısına, geride kalanların umuduna sahip çıkacağız. Yıkılan sadece binalar değil, milyonların hayatıydı. Ama sözümüz var: Hep birlikte yeniden ayağa kalkacağız! Depremde kaybettiğimiz tüm canlarımızı rahmetle anıyorum. Depremzede kardeşlerimizin dün olduğu gibi bugün de yanında olmaya devam edeceğiz. Böyle acıların ülkemizde ve dünyada bir daha yaşanmaması için bilimsel önlemleri esas alan, insan hayatını önceleyen bir anlayışla hareket etmeli, dayanıklı şehirler ve güvenli yaşam alanları inşa etmeliyiz. #6Şubat #Unutmadık #YüreğimizYaralı",Wed Feb 05 15:11:30 +0000 2025
1885715390770167867,kilicdarogluk,CHP,left,"Haince bir suikast sonucu aramızdan koparılan, onurlu gazetecimiz ve insan hakları savunucusu Sayın Abdi İpekçi’yi, ölümünün yıl dönümünde saygı ve rahmetle anıyorum.",Sat Feb 01 15:42:38 +0000 2025
1885343891307565297,kilicdarogluk,CHP,left,"Sevgili halkım, Bir grup genç teğmen, yalnızca “Mustafa Kemal’in askerleriyiz” dedikleri için ordudan ihraç edildi! Bu karar, sadece o gençleri değil, Cumhuriyet’e gönül vermiş milyonları hedef alıyor. Bugün, Atatürk’e bağlılık göstermek suç sayılıyorsa, bilin ki Cumhuriyet’in temelleri sarsılmaya çalışılıyor. Ama nafile! Bu ülkenin mayası bağımsızlık, ruhu Kuvayı Milliye’dir. Kimse umutsuzluğa kapılmasın! Mustafa Kemal’in askerleri ne ihraç edilir ne de susturulabilir! Cumhuriyetimizi ve onun değerlerini sonuna kadar savunacağız.",Fri Jan 31 15:06:26 +0000 2025
1884994317875572904,kilicdarogluk,CHP,left,"Adalet dağıtması gereken yargı, milletin seçilmişlerini cezalandırmak için bir sopaya dönüşmüş durumda. Demokrasinin gereği olan şeffaflık ilkesinin savunucuları—gazeteciler, siyasiler, bilim insanları ve sivil toplum kuruluşlarının yöneticileri—hapis ve gözaltılarla karşı karşıya. Hukuk ve demokrasinin askıya alınmak istendiği bu olağanüstü günlerde, her zaman olduğu gibi halkımızın yanındayım ve tek adam faşizminin karşısındayım. Omuz omuza mücadele etme zamanıdır!",Thu Jan 30 15:57:21 +0000 2025
1884299574959091904,kilicdarogluk,CHP,left,"Gazetecileri susturmak, halkın sesini kısmaktır. Tarafsız, namuslu ve karanlığa ışık tutan tüm gazetecilerin yanındayız. Hiçbir gazeteciyi yalnız bırakmayacağız, hiçbir yurttaşımızı hukuksuzluğa teslim etmeyeceğiz.",Tue Jan 28 17:56:41 +0000 2025
1882825623346778553,kilicdarogluk,CHP,left,"Değerli Gazeteci-Yazar Uğur Mumcu’yu, katledilişinin yıl dönümünde saygı, özlem ve rahmetle anıyorum. Uğur Mumcu, yaşamını demokrasiye, hukuk devletine, insan haklarına ve gerçeklerin aydınlatılmasına adamış bir yurtseverdi. Kalemini asla eğip bükmeyen, cesaretiyle karanlığa meydan okuyan Mumcu, toplumumuzun vicdanında onurlu bir yer edinmiştir. Onu susturduğunu zannedenler bilmelidir ki, gerçeklerin ışığı asla sönmeyecektir. Uğur Mumcu’yu unutmayacağız, unutturmayacağız. Aydınlık bir Türkiye için mücadelemiz sürecek…",Fri Jan 24 16:19:44 +0000 2025
1882462845180272689,kilicdarogluk,CHP,left,"Adaleti tesis etme noktasında vereceğimiz mücadele, geçmiş kuşaklardan bize kalan en kıymetli miras, gelecek kuşaklarımıza ise bırakacağımız en büyük emanettir. Bolu’da meydana gelen otel yangınında 78 yurttaşımızı kaybetmenin acısını yaşarken ve ülkemizde yas ilan edilmişken, fırsattan istifade edercesine Sinan Ateş davasında ikinci soruşturma dosyasındaki bütün sanıklar hakkında takipsizlik kararı verilmesi vicdanları bir kez daha yaralamıştır. Adil, eşit ve güzel günler için kararlılıkla adalet mücadelemizi sürdüreceğiz.",Thu Jan 23 16:18:11 +0000 2025
1881770290893435155,kilicdarogluk,CHP,left,"Hukuk tanımaz, zalim bir yönetim altında yaşıyorsanız; sağcı veya solcu, dindar ya da seküler olmanızın hiçbir farkı yoktur ve düşüncelerinizin bir önemi kalmaz. Onlar için önemli olan tek şey, kendilerinden olup olmadığınızdır. Eğer onlar gibi düşünüyorsanız, zengin ve özgür olabilirsiniz. Ancak onların fikirlerine karşı çıkıyor ve bunu dile getiriyorsanız, ya fakir kalır ya da tutuklanırsınız. Sayın Ümit Özdağ’ın tutuklanması kabul edilemez. Tekrar ifade ediyorum, toplumsal ittifakın tesisi elzemdir.",Tue Jan 21 18:26:13 +0000 2025
1881646196781150600,kilicdarogluk,CHP,left,"Bolu Kartalkaya’da çıkan yangında hayatını kaybeden vatandaşlarımıza Allah’tan rahmet, acılı ailelerine sabır diliyorum. Yaralı kurtulan vatandaşlarımıza acil şifalar temenni ediyor ve geçmiş olsun dileklerimi iletiyorum.",Tue Jan 21 10:13:07 +0000 2025
1881411065805754542,kilicdarogluk,CHP,left,"Türkiye’de siyasetçilerin gözaltına alınmasını asla normalleştirmeyeceğiz. Laik, demokratik bir hukuk devleti olmaktan vazgeçmeyeceğiz. Bu tür uygulamalar, ülkemizin demokrasisi adına son derece endişe verici ve tehlikelidir. Sayın Ümit Özdağ’a desteklerimi iletiyorum. Tüm siyasi partiler, bu hukuksuzluklara karşı dayanışma içinde mücadele etmelidir. @umitozdag",Mon Jan 20 18:38:47 +0000 2025
1881268889725829420,kilicdarogluk,CHP,left,"Gençlerimiz, yargı sopasıyla hizaya gelmez; ülkemiz adına doğru bildiklerini söylemeye devam eder. Yargı eliyle gençlerimizi sindirmenize asla izin vermeyeceğiz. Gençlik Kolları Genel Başkanımızın yanındayım.",Mon Jan 20 09:13:50 +0000 2025
1880621923773911104,kilicdarogluk,CHP,left,Akrep ve Kurbağa…,Sat Jan 18 14:23:01 +0000 2025
1879589502655873092,kilicdarogluk,CHP,left,"“Sevr’in adı değişti, ama plan değişmedi.”",Wed Jan 15 18:00:33 +0000 2025
1878171094840189396,kilicdarogluk,CHP,left,"Dünyanın en mütevazı liderlerinden biri, Uruguay’ın eski Devlet Başkanı José Mujica’nın rahatsızlığını üzüntüyle öğrendim. Sade yaşamı, dürüstlüğü ve halkına adanmışlığıyla dünyaya ilham veren bir liderdi. Onun “Mutluluk, daha az şeye ihtiyaç duymaktır” anlayışı, hepimize ışık olmuştur. Geçmiş olsun Pepe Mujica.",Sat Jan 11 20:04:18 +0000 2025
1877740520920801703,kilicdarogluk,CHP,left,"“Onun Baas rejimi ve Esed sevgisinin altında farklı sebepler var.” AKP Genel Başkanı, partisinin il kongresinde beni hedef alarak bu sözleri sarf etmiş, kutuplaştırıcı dilini bir kez daha kullanmış ve nefret tohumları ekme niyetini açıkça göstermiştir. Sana Cumhurbaşkanı demeye dilim varmıyor! Namusu ve şerefi üzerine tarafsızlık yemini eden hiçbir onurlu cumhurbaşkanı, yeminine ihanet etmez. Ülkesinde mezhep kışkırtıcılığı yapmaz, halkını etnik kimlikler üzerinden bölmez. Yazıklar olsun! Unutma, daha düne kadar “kardeşim Esed” diyordun. Ancak küresel güçler sana emir verdiğinde zikzaklarla dolu politikanı değiştirdin. Bugün aynı güçler senin iplerini çekiyor. Hayatın, aldatmacalar ve çelişkilerle dolu. İnsanların inançları ve kimlikleri onların onurudur! Yeter ki kimse vatanına ve milletine ihanet etmesin, kul hakkı yemesin, yolsuzluğa bulaşmasın. Ancak sen, yıllardır bu değerleri çiğniyorsun! Buradan bir kez daha seni uyarıyorum: Bu topraklar bölücülüğe geçit vermez! Kışkırtıcı dilinden ve nefret siyasetinden derhal vazgeç!",Fri Jan 10 15:33:21 +0000 2025
1877709644799356959,kilicdarogluk,CHP,left,"Devlet kurumlarının ve hükümetin en büyük denetleyicisi olan halkın, ülkede olanlardan haberdar olmasını sağlayan; bu kutsal vazifeyi yerine getirirken baskılara, tehditlere ve hatta canlarıyla bedel ödeyen bütün onurlu gazetecilerin Çalışan Gazeteciler Günü’nü kutluyorum.",Fri Jan 10 13:30:40 +0000 2025
1875217140569260454,kilicdarogluk,CHP,left,"Siz, milleti kandırmak için her yolu denersiniz. Hem inançları hem de kimlikleri istismar edersiniz. İktidarınızı korumak uğruna bu milleti ateşe atmaktan bile çekinmezsiniz. Yazıklar olsun!",Fri Jan 03 16:26:20 +0000 2025
1874886599231889879,kilicdarogluk,CHP,left,"Ferdi Tayfur’un vefatını büyük bir üzüntüyle öğrendim. Halkımızın gönlünde derin izler bırakan sanatçımıza Allah’tan rahmet, ailesine ve sevenlerine sabır diliyorum. Milletimizin başı sağ olsun.",Thu Jan 02 18:32:53 +0000 2025
1874108635632042138,kilicdarogluk,CHP,left,"Sevgili Yurttaşlarım, 2025, ülkemizin hak ettiği adaleti, huzuru ve refahı birlikte güçlendireceğimiz bir yıl olacak. Emeğiyle geçinen işçiden gençlerin hayallerine, kadınların hak arayışından çiftçimizin toprağına, hepimizin taleplerine yanıt verecek bir Türkiye için çalışmaya devam edeceğiz. Ortak değerlerimizle güçlenen, birliğimizi pekiştiren bu yürüyüş, hepimizin emeğiyle daha sağlam bir şekilde sürecek. Geçmişte yaşanan zorlukları geride bırakırken, geleceği hep birlikte inşa ediyoruz. Hepimizin farklı hikâyeleri var ama özlemimiz aynı: Adil, eşit ve onurlu bir yaşam. Bu özlem, dayanışmamızla gerçek olacak. Umudumuzu hep canlı tutalım, kardeşliğimizi ve birliğimizi her koşulda koruyalım. Unutmayalım ki bu ülkenin kaderi hepimizin ortak ellerinde şekilleniyor. Huzurlu, adil ve umut dolu bir yıl diliyorum.",Tue Dec 31 15:01:32 +0000 2024
1873439230422045090,kilicdarogluk,CHP,left,"Düğmeyi yanlış iliklemeyin. Suriye'nin yeniden kuruluşunda ülkedeki bütün etnik ve inanç yapılarını hesaba katmalı,muhatap almalı ve herkesin kendini güvende hissedeceği bir yeni yönetime destek vermeliyiz. Bu bağlamda, 1.​Suriye’nin toprak bütünlüğü korunmalı ve başta İsrail olmak üzere uluslararası hukukun gereklerine tüm ülkeler uymalıdır. 2.​Suriye Cumhuriyeti; demokratik, laik, sosyal bir hukuk devleti olarak yeniden yapılanmalıdır. 3.​Tüm kimlikler ve inançlar yeni Suriye Cumhuriyeti Devleti’nin güvencesi altında olmalı, yurttaşlar açısından eşitlik yaşamın her alanında uygulanmalıdır. 4.​Devlet, tüm kimliklere ve inançlara eşit davranmalı, uygulamada ayrıcalıklı bir anlayışa asla izin vermemelidir. 5.​Çoklu yapıların oluşturduğu kültürel zenginlikler korunmalı ve bu zenginliğe saygı duyulmalıdır. 6.​Bu bağlamda Türkiye üstüne düşen sorumluluğu yerine getirmeli,ülkemizin ve bölge coğrafyasının geleceği için laik ve demokratik bir Suriye’nin inşaasına katkı sunmalıdır.",Sun Dec 29 18:41:34 +0000 2024
1872702103585734663,kilicdarogluk,CHP,left,"Asgari ücretli emekçiyi kör kuyulara attın. Çıkılır elbet… Kadim milleti sırtından hançerledin. O paslı hançer sökülür elbet. Yüzyıl öncesinin azmi ve yüzyılın birikimiyle, Sana geçit vermeyeceğiz! Ne yapsan boş, ne yapsan beyhude! Her oyun bozulur, her hesap altüst olur!",Fri Dec 27 17:52:29 +0000 2024
